imdb_title_id,MPAA_rating,Distributor,boxoffice_link
tt0815245,MPAAPG-13,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0815245/?ref_=bo_se_r_1
tt1095174,MPAAPG,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1095174/?ref_=bo_se_r_1
tt1001508,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1001508/?ref_=bo_se_r_1
tt0327597,MPAAPG,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt0327597/?ref_=bo_se_r_1
tt0838232,MPAAPG,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0838232/?ref_=bo_se_r_1
tt0465580,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0465580/?ref_=bo_se_r_1
tt0758746,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0758746/?ref_=bo_se_r_1
tt1093908,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1093908/?ref_=bo_se_r_1
tt0963178,MPAAR,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0963178/?ref_=bo_se_r_1
tt1103275,MPAAR,Magnolia PicturesSee full company information,https://www.boxofficemojo.com/title/tt1103275/?ref_=bo_se_r_1
tt1142800,MPAAPG-13,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1142800/?ref_=bo_se_r_1
tt1083456,MPAAPG-13,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt1083456/?ref_=bo_se_r_1
tt0891592,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0891592/?ref_=bo_se_r_1
tt0409459,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0409459/?ref_=bo_se_r_1
tt1075417,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1075417/?ref_=bo_se_r_1
tt0844708,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0844708/?ref_=bo_se_r_1
tt0862846,MPAAR,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt0862846/?ref_=bo_se_r_1
tt1151922,MPAAR,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1151922/?ref_=bo_se_r_1
tt0448011,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0448011/?ref_=bo_se_r_1
tt1155056,MPAAR,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt1155056/?ref_=bo_se_r_1
tt1135487,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1135487/?ref_=bo_se_r_1
tt0892782,MPAAPG,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0892782/?ref_=bo_se_r_1
tt0492044,MPAAPG-13,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt0492044/?ref_=bo_se_r_1
tt1160368,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1160368/?ref_=bo_se_r_1
tt1013752,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1013752/?ref_=bo_se_r_1
tt1091722,MPAAR,MiramaxSee full company information,https://www.boxofficemojo.com/title/tt1091722/?ref_=bo_se_r_1
tt1114677,MPAAG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1114677/?ref_=bo_se_r_1
tt1197628,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1197628/?ref_=bo_se_r_1
tt1098327,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1098327/?ref_=bo_se_r_1
tt0974661,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0974661/?ref_=bo_se_r_1
tt0473705,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0473705/?ref_=bo_se_r_1
tt1121931,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1121931/?ref_=bo_se_r_1
tt1198138,MPAAPG-13,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt1198138/?ref_=bo_se_r_1
tt0821642,MPAAPG-13,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0821642/?ref_=bo_se_r_1
tt1082601,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1082601/?ref_=bo_se_r_1
tt0458525,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0458525/?ref_=bo_se_r_1
tt0821640,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0821640/?ref_=bo_se_r_1
tt0796366,MPAAPG-13,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt0796366/?ref_=bo_se_r_1
tt1097013,MPAAR,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt1097013/?ref_=bo_se_r_1
tt0808151,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0808151/?ref_=bo_se_r_1
tt0844286,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0844286/?ref_=bo_se_r_1
tt0438488,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0438488/?ref_=bo_se_r_1
tt1078912,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1078912/?ref_=bo_se_r_1
tt1153706,MPAAPG-13,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1153706/?ref_=bo_se_r_1
tt1049413,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1049413/?ref_=bo_se_r_1
tt1127180,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1127180/?ref_=bo_se_r_1
tt1119646,MPAAR ,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1119646/?ref_=bo_se_r_1
tt0457400,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0457400/?ref_=bo_se_r_1
tt1176740,MPAAR,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt1176740/?ref_=bo_se_r_1
tt0865559,MPAAPG-13,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt0865559/?ref_=bo_se_r_1
tt1111422,MPAAR,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1111422/?ref_=bo_se_r_1
tt0780567,MPAAPG,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt0780567/?ref_=bo_se_r_1
tt1182345,MPAAR,Sony Pictures ClassicsSee full company information,https://www.boxofficemojo.com/title/tt1182345/?ref_=bo_se_r_1
tt1041829,MPAAPG-13,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1041829/?ref_=bo_se_r_1
tt1045778,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1045778/?ref_=bo_se_r_1
tt1178663,MPAAPG-13,Sony Pictures ClassicsSee full company information,https://www.boxofficemojo.com/title/tt1178663/?ref_=bo_se_r_1
tt1055369,MPAAPG-13,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt1055369/?ref_=bo_se_r_1
tt1078588,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1078588/?ref_=bo_se_r_1
tt0887912,MPAAR ,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0887912/?ref_=bo_se_r_1
tt1080016,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1080016/?ref_=bo_se_r_1
tt1152836,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1152836/?ref_=bo_se_r_1
tt0889583,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0889583/?ref_=bo_se_r_1
tt1032815,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1032815/?ref_=bo_se_r_1
tt0417741,MPAAPG,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0417741/?ref_=bo_se_r_1
tt1022603,MPAAPG-13,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1022603/?ref_=bo_se_r_1
tt0436339,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0436339/?ref_=bo_se_r_1
tt1142988,MPAAR ,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1142988/?ref_=bo_se_r_1
tt1148204,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1148204/?ref_=bo_se_r_1
tt1201167,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1201167/?ref_=bo_se_r_1
tt0775552,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0775552/?ref_=bo_se_r_1
tt0844479,MPAAR,Freestyle ReleasingSee full company information,https://www.boxofficemojo.com/title/tt0844479/?ref_=bo_se_r_1
tt1046173,MPAAPG-13,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1046173/?ref_=bo_se_r_1
tt1135503,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1135503/?ref_=bo_se_r_1
tt0971209,MPAAR ,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0971209/?ref_=bo_se_r_1
tt1136608,MPAAR,TriStar PicturesSee full company information,https://www.boxofficemojo.com/title/tt1136608/?ref_=bo_se_r_1
tt0452694,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0452694/?ref_=bo_se_r_1
tt1092633,MPAAR,Paramount VantageSee full company information,https://www.boxofficemojo.com/title/tt1092633/?ref_=bo_se_r_1
tt0976222,MPAAPG,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0976222/?ref_=bo_se_r_1
tt0361748,MPAAR ,The Weinstein CompanySee full company information,https://www.boxofficemojo.com/title/tt0361748/?ref_=bo_se_r_1
tt1100119,MPAAPG,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1100119/?ref_=bo_se_r_1
tt1142433,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1142433/?ref_=bo_se_r_1
tt1127896,MPAAR,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt1127896/?ref_=bo_se_r_1
tt1144884,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1144884/?ref_=bo_se_r_1
tt1311067,MPAAR,Dimension Films,https://www.boxofficemojo.com/title/tt1311067/?ref_=bo_se_r_1
tt0881891,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0881891/?ref_=bo_se_r_1
tt1034032,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1034032/?ref_=bo_se_r_1
tt1225822,MPAAR,MiramaxSee full company information,https://www.boxofficemojo.com/title/tt1225822/?ref_=bo_se_r_1
tt0472033,MPAAPG-13,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt0472033/?ref_=bo_se_r_1
tt1385912,MPAAPG-13,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1385912/?ref_=bo_se_r_1
tt1232783,MPAAR,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt1232783/?ref_=bo_se_r_1
tt0365929,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0365929/?ref_=bo_se_r_1
tt0844471,MPAAPG,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0844471/?ref_=bo_se_r_1
tt1130080,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1130080/?ref_=bo_se_r_1
tt0899106,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0899106/?ref_=bo_se_r_1
tt1131734,MPAAR ,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1131734/?ref_=bo_se_r_1
tt1179904,MPAAR,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1179904/?ref_=bo_se_r_1
tt0986263,MPAAPG-13,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0986263/?ref_=bo_se_r_1
tt1016075,MPAAPG,Metro-Goldwyn-Mayer (MGM)See full company information,https://www.boxofficemojo.com/title/tt1016075/?ref_=bo_se_r_1
tt1188729,MPAAR,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt1188729/?ref_=bo_se_r_1
tt1156398,MPAAR,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1156398/?ref_=bo_se_r_1
tt0114709,MPAAG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0114709/?ref_=bo_se_r_1
tt1058017,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1058017/?ref_=bo_se_r_1
tt1172233,MPAAPG-13,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1172233/?ref_=bo_se_r_1
tt1019452,MPAAR,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt1019452/?ref_=bo_se_r_1
tt1078940,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1078940/?ref_=bo_se_r_1
tt1174732,MPAAPG-13,Sony Pictures ClassicsSee full company information,https://www.boxofficemojo.com/title/tt1174732/?ref_=bo_se_r_1
tt0386117,MPAAPG,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0386117/?ref_=bo_se_r_1
tt1197624,MPAAR,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt1197624/?ref_=bo_se_r_1
tt0814335,MPAAPG-13,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt0814335/?ref_=bo_se_r_1
tt1233227,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1233227/?ref_=bo_se_r_1
tt0375568,MPAAPG,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0375568/?ref_=bo_se_r_1
tt0450405,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0450405/?ref_=bo_se_r_1
tt1300851,MPAAR,ApparitionSee full company information,https://www.boxofficemojo.com/title/tt1300851/?ref_=bo_se_r_1
tt1067106,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1067106/?ref_=bo_se_r_1
tt0929632,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt0929632/?ref_=bo_se_r_1
tt1234548,MPAAR,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt1234548/?ref_=bo_se_r_1
tt1220198,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1220198/?ref_=bo_se_r_1
tt0362478,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0362478/?ref_=bo_se_r_1
tt1190080,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1190080/?ref_=bo_se_r_1
tt0432283,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0432283/?ref_=bo_se_r_1
tt1259571,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt1259571/?ref_=bo_se_r_1
tt0878804,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0878804/?ref_=bo_se_r_1
tt0762125,MPAAPG,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0762125/?ref_=bo_se_r_1
tt0780521,MPAAG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0780521/?ref_=bo_se_r_1
tt0976238,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0976238/?ref_=bo_se_r_1
tt1186367,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1186367/?ref_=bo_se_r_1
tt0898367,MPAAR,Dimension Films,https://www.boxofficemojo.com/title/tt0898367/?ref_=bo_se_r_1
tt1193138,MPAAR,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1193138/?ref_=bo_se_r_1
tt0765010,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt0765010/?ref_=bo_se_r_1
tt0913354,MPAAPG-13,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt0913354/?ref_=bo_se_r_1
tt0780511,MPAAPG-13,MiramaxSee full company information,https://www.boxofficemojo.com/title/tt0780511/?ref_=bo_se_r_1
tt1057500,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1057500/?ref_=bo_se_r_1
tt1315981,MPAAR ,The Weinstein CompanySee full company information,https://www.boxofficemojo.com/title/tt1315981/?ref_=bo_se_r_1
tt0380510,MPAAPG-13,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0380510/?ref_=bo_se_r_1
tt1263670,MPAAR,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1263670/?ref_=bo_se_r_1
tt1314228,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1314228/?ref_=bo_se_r_1
tt0875034,MPAAPG-13,The Weinstein CompanySee full company information,https://www.boxofficemojo.com/title/tt0875034/?ref_=bo_se_r_1
tt0962736,MPAAPG,ApparitionSee full company information,https://www.boxofficemojo.com/title/tt0962736/?ref_=bo_se_r_1
tt1231580,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1231580/?ref_=bo_se_r_1
tt0988045,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0988045/?ref_=bo_se_r_1
tt1230414,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1230414/?ref_=bo_se_r_1
tt0433362,MPAAR ,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt0433362/?ref_=bo_se_r_1
tt1216492,MPAAPG,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1216492/?ref_=bo_se_r_1
tt0403702,MPAAR,Dimension Films,https://www.boxofficemojo.com/title/tt0403702/?ref_=bo_se_r_1
tt1037705,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1037705/?ref_=bo_se_r_1
tt1273678,MPAAPG,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1273678/?ref_=bo_se_r_1
tt0808510,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0808510/?ref_=bo_se_r_1
tt1038686,MPAAR,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt1038686/?ref_=bo_se_r_1
tt1244659,MPAAPG,CBS FilmsSee full company information,https://www.boxofficemojo.com/title/tt1244659/?ref_=bo_se_r_1
tt1270286,MPAAPG-13,The Samuel Goldwyn CompanySee full company information,https://www.boxofficemojo.com/title/tt1270286/?ref_=bo_se_r_1
tt1226273,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1226273/?ref_=bo_se_r_1
tt1185416,MPAAPG-13,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1185416/?ref_=bo_se_r_1
tt0989757,MPAAPG-13,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt0989757/?ref_=bo_se_r_1
tt0817230,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0817230/?ref_=bo_se_r_1
tt0814255,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0814255/?ref_=bo_se_r_1
tt0780653,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0780653/?ref_=bo_se_r_1
tt1188996,MPAAPG-13,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1188996/?ref_=bo_se_r_1
tt1130884,MPAAR ,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1130884/?ref_=bo_se_r_1
tt1385867,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1385867/?ref_=bo_se_r_1
tt0455407,MPAAR,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt0455407/?ref_=bo_se_r_1
tt1014759,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1014759/?ref_=bo_se_r_1
tt1210042,MPAAR ,Overture FilmsSee full company information,https://www.boxofficemojo.com/title/tt1210042/?ref_=bo_se_r_1
tt0947810,MPAAR ,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0947810/?ref_=bo_se_r_1
tt0815236,MPAAR,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt0815236/?ref_=bo_se_r_1
tt1305583,MPAAPG-13,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1305583/?ref_=bo_se_r_1
tt1403981,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt1403981/?ref_=bo_se_r_1
tt1038919,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1038919/?ref_=bo_se_r_1
tt1196141,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1196141/?ref_=bo_se_r_1
tt1053424,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1053424/?ref_=bo_se_r_1
tt1174730,MPAAPG-13,Anchor Bay FilmsSee full company information,https://www.boxofficemojo.com/title/tt1174730/?ref_=bo_se_r_1
tt1234654,MPAAR,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt1234654/?ref_=bo_se_r_1
tt1017451,MPAAR,ApparitionSee full company information,https://www.boxofficemojo.com/title/tt1017451/?ref_=bo_se_r_1
tt0892769,MPAAPG,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0892769/?ref_=bo_se_r_1
tt1231587,MPAAR ,Metro-Goldwyn-Mayer (MGM)See full company information,https://www.boxofficemojo.com/title/tt1231587/?ref_=bo_se_r_1
tt1352824,MPAAR,Sony Pictures ClassicsSee full company information,https://www.boxofficemojo.com/title/tt1352824/?ref_=bo_se_r_1
tt1294226,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt1294226/?ref_=bo_se_r_1
tt0800320,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0800320/?ref_=bo_se_r_1
tt1391137,MPAAPG-13,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1391137/?ref_=bo_se_r_1
tt1279935,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1279935/?ref_=bo_se_r_1
tt1250777,MPAAR,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1250777/?ref_=bo_se_r_1
tt1321509,MPAAR,Screen GemsSee full company information,https://www.boxofficemojo.com/title/tt1321509/?ref_=bo_se_r_1
tt1212436,MPAAPG-13,CBS FilmsSee full company information,https://www.boxofficemojo.com/title/tt1212436/?ref_=bo_se_r_1
tt0480255,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt0480255/?ref_=bo_se_r_1
tt1179056,MPAAR ,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1179056/?ref_=bo_se_r_1
tt0492389,MPAAPG,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0492389/?ref_=bo_se_r_1
tt0878835,MPAAR,Sony Pictures ClassicsSee full company information,https://www.boxofficemojo.com/title/tt0878835/?ref_=bo_se_r_1
tt1228705,MPAAPG-13,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt1228705/?ref_=bo_se_r_1
tt0955308,MPAAPG-13,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt0955308/?ref_=bo_se_r_1
tt0892318,MPAAPG,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt0892318/?ref_=bo_se_r_1
tt1407061,MPAAPG,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1407061/?ref_=bo_se_r_1
tt0892791,MPAAPG,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0892791/?ref_=bo_se_r_1
tt1470023,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1470023/?ref_=bo_se_r_1
tt1294213,MPAAR ,Anchor Bay FilmsSee full company information,https://www.boxofficemojo.com/title/tt1294213/?ref_=bo_se_r_1
tt1261945,MPAAR,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1261945/?ref_=bo_se_r_1
tt0473075,MPAAPG-13,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0473075/?ref_=bo_se_r_1
tt1226229,MPAAR,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1226229/?ref_=bo_se_r_1
tt1103153,MPAAPG-13,LionsgateSee full company information,https://www.boxofficemojo.com/title/tt1103153/?ref_=bo_se_r_1
tt1392197,MPAAPG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1392197/?ref_=bo_se_r_1
tt1017460,MPAAR,"$30,000,000 ",https://www.boxofficemojo.com/title/tt1017460/?ref_=bo_se_r_1
tt1155076,MPAAPG,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1155076/?ref_=bo_se_r_1
tt0429493,MPAAPG-13,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0429493/?ref_=bo_se_r_1
tt1399683,MPAAR,Roadside AttractionsSee full company information,https://www.boxofficemojo.com/title/tt1399683/?ref_=bo_se_r_1
tt0435761,MPAAG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0435761/?ref_=bo_se_r_1
tt1075747,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1075747/?ref_=bo_se_r_1
tt1336617,MPAAR,Fox Searchlight PicturesSee full company information,https://www.boxofficemojo.com/title/tt1336617/?ref_=bo_se_r_1
tt1013743,MPAAPG-13,"$117,000,000 ",https://www.boxofficemojo.com/title/tt1013743/?ref_=bo_se_r_1
tt1375670,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt1375670/?ref_=bo_se_r_1
tt1325004,MPAAPG-13,Summit EntertainmentSee full company information,https://www.boxofficemojo.com/title/tt1325004/?ref_=bo_se_r_1
tt0938283,MPAAPG,Paramount PicturesSee full company information,https://www.boxofficemojo.com/title/tt0938283/?ref_=bo_se_r_1
tt1323594,MPAAPG,Universal PicturesSee full company information,https://www.boxofficemojo.com/title/tt1323594/?ref_=bo_se_r_1
tt1424381,MPAAR,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt1424381/?ref_=bo_se_r_1
tt0842926,MPAAR ,Focus FeaturesSee full company information,https://www.boxofficemojo.com/title/tt0842926/?ref_=bo_se_r_1
tt0963966,MPAAPG,Walt Disney Studios Motion PicturesSee full company information,https://www.boxofficemojo.com/title/tt0963966/?ref_=bo_se_r_1
tt1375666,MPAAPG-13,Warner Bros.See full company information,https://www.boxofficemojo.com/title/tt1375666/?ref_=bo_se_r_1
tt0944835,MPAAPG-13,Sony Pictures Entertainment (SPE)See full company information,https://www.boxofficemojo.com/title/tt0944835/?ref_=bo_se_r_1
tt0493949,MPAAG,Twentieth Century FoxSee full company information,https://www.boxofficemojo.com/title/tt0493949/?ref_=bo_se_r_1
tt0427152,MPAAPG-13,DreamWorksSee full company information,https://www.boxofficemojo.com/title/tt0427152/?ref_=bo_se_r_1
